kind,n_sats_halo,log_luminosity_r01
0,1,9.211672
0,0,9.370656
0,2,9.977183
0,7,10.077067
0,2,9.407614
0,2,9.631316
0,2,9.302279
0,1,9.357742
0,5,10.340167
0,0,9.36152
0,1,9.391721
0,1,9.729414
0,0,9.598178
0,1,9.279918
0,0,9.18725
0,0,9.478809
0,0,9.203162
0,43,11.1257925
0,9,10.720055
0,2,9.574995
0,2,9.823436
0,0,9.766963
0,17,11.086113
0,0,9.540948
0,0,9.236262
0,0,9.302382
0,0,9.3026285
0,0,9.222176
0,4,10.278837
0,0,9.421952
0,1,9.246976
0,1,9.389982
0,1,9.332244
0,1,9.267857
0,0,9.321143
0,3,9.443779
0,6,10.152082
0,3,9.428297
0,3,10.140254
0,2,9.475364
0,2,9.763538
0,0,9.435131
0,0,9.303607
0,0,9.324723
0,2,9.696856
0,2,9.624065
0,0,9.471216
0,0,9.258535
0,1,9.492823
0,0,9.83831
0,0,9.31284
0,0,9.279028
0,1,9.473257
0,21,10.806123
0,1,9.310552
0,0,9.505082
0,1,9.788584
0,1,9.376419
0,3,10.343099
0,2,9.7252245
0,2,9.4618225
0,23,10.946458
0,0,9.783384
0,0,9.205539
0,3,9.452739
0,0,9.7079525
0,0,10.054598
0,1,9.983528
0,3,9.746326
0,1,9.600472
0,1,9.734193
0,0,9.429017
0,1,9.217832
0,1,9.790331
0,5,10.131786
0,6,10.772071
0,0,9.742493
0,1,9.965559
0,1,9.240404
0,1,9.459036
0,0,9.540893
0,0,9.498086
0,4,9.698922
0,0,9.395261
0,1,10.204469
0,1,9.117931
0,1,9.347387
0,0,9.661404
0,1,9.302881
0,3,10.172353
0,1,9.562951
0,13,10.649141
0,2,9.479808
0,1,9.298871
0,0,9.694649
0,1,9.268681
0,43,10.995343
0,1,9.215864
0,0,9.333943
0,0,9.583241
0,1,9.319041
0,2,9.608508
0,3,10.276331
0,0,9.313649
0,4,10.020927
0,2,9.425701
0,2,10.057679
0,1,9.480117
0,1,9.615646
0,5,10.655874
0,1,9.242443
0,0,9.808027
0,1,9.82136
0,3,10.102831
0,0,9.154409
0,0,9.2527
0,2,9.726758
0,1,9.55797
0,0,9.405107
0,0,9.29982
0,1,9.541285
0,1,9.7006445
0,6,10.422271
0,0,9.167133
0,7,10.345556
0,0,9.418077
0,0,9.228417
0,0,9.067884
0,0,8.711241
0,3,10.027076
0,3,9.778584
0,0,8.827487
0,1,9.475942
0,1,9.257245
0,1,8.755858
0,6,9.53987
0,2,9.530305
0,0,8.975466
0,2,9.818332
0,0,8.884961
0,1,8.662719
0,0,9.067404
0,0,9.06308
0,2,9.425851
0,0,8.597065
0,0,8.768196
0,0,8.772569
0,0,8.87519
0,1,8.983374
0,1,8.910886
0,2,9.037842
0,0,8.710626
0,12,10.800666
0,1,9.494581
0,2,9.740487
0,3,9.611057
0,0,8.652285
0,0,8.925124
0,0,8.75582
0,0,9.635388
0,3,9.44628
0,3,9.877727
0,1,8.926206
0,0,8.806006
0,1,9.18576
0,0,8.884441
0,1,9.675202
0,0,9.174547
0,0,9.286743
0,3,9.739695
0,1,8.663933
0,1,8.892261
0,2,8.831207
0,4,9.657517
0,1,9.3633795
0,0,8.694522
0,4,9.830004
0,0,8.771017
0,0,9.224148
0,0,8.816613
0,0,8.975984
0,0,8.890216
0,1,9.5059395
0,1,8.760282
0,2,8.738817
0,0,8.672139
0,1,9.534118
0,5,9.279341
0,0,9.236226
0,0,9.579059
0,3,10.044515
0,4,10.336591
0,0,9.116223
0,1,9.57922
0,0,9.102118
0,0,9.135312
0,0,9.629564
0,0,8.785561
0,0,8.729964
0,12,10.55644
0,0,8.660086
0,0,8.717209
0,0,9.1203
0,3,10.212608
0,2,9.673444
0,3,9.955534
0,0,8.677524
0,0,8.908691
0,15,10.576271
0,2,8.970719
0,2,9.517752
0,0,8.678697
0,1,9.005357
0,3,9.304272
0,1,8.825133
0,0,9.428719
0,1,8.767969
0,0,9.071803
0,0,8.873737
0,3,9.077683
0,2,8.812447
0,0,8.761035
0,0,9.3162565
0,2,8.782415
0,0,9.142034
0,6,9.79636
0,8,10.306118
0,0,9.300653
0,3,8.818394
0,0,8.735939
0,0,8.758561
0,1,9.771169
0,2,9.919029
0,0,8.665344
0,0,8.715037
0,2,8.890645
0,1,8.682679
0,1,8.946039
0,2,9.491208
0,0,8.973425
0,0,8.995405
0,2,9.846143
0,0,8.699563
0,2,9.33351
0,6,9.812195
0,1,8.846175
0,0,9.002441
0,3,9.885336
0,0,8.958903
0,1,9.185739
0,1,9.158762
0,1,9.2909775
0,0,8.669605
0,0,8.733792
0,0,9.6606865
0,0,9.004212
0,2,9.734955
0,0,9.298174
0,1,9.405418
0,1,9.038042
0,0,8.755182
0,1,9.450244
0,0,8.686723
0,15,10.261415
0,3,10.201489
0,1,9.813801
0,3,9.413132
0,7,10.113308
0,2,9.014499
0,0,8.691886
0,0,8.819445
0,2,9.140983
0,1,8.661653
0,4,9.365506
0,0,9.060201
0,1,8.967151
0,0,9.28652
0,3,10.036443
0,2,9.239226
0,5,9.968498
0,1,8.755569
0,0,8.765578
0,1,8.775779
0,1,9.130107
0,0,9.508193
0,0,8.925221
0,1,8.762313
0,4,10.15243
0,1,8.754399
0,1,8.780633
0,0,9.380236
0,2,9.853453
0,2,9.188714
0,3,9.684189
0,2,8.6700535
0,0,8.670342
0,0,8.897915
0,1,9.058913
0,0,9.004502
0,2,9.666624
0,3,9.6382
0,3,9.778131
0,1,9.562731
0,1,9.1811285
0,0,8.937762
0,0,8.833515
0,1,8.956297
0,3,9.22356
0,27,10.89907
0,3,9.346631
0,1,9.3961935
0,0,8.814741
0,3,10.104172
0,2,9.022096
0,0,8.768306
0,2,9.238535
0,0,8.785259
0,0,9.364247
0,4,9.282068
0,1,9.595529
0,0,8.702767
0,0,9.3396635
0,0,8.708511
0,2,8.99827
0,0,8.712213
0,2,8.79707
0,0,8.812388
0,0,8.987718
0,0,8.828666
0,2,9.957838
0,0,9.198656
0,4,9.684252
0,0,8.796335
0,1,9.301217
0,0,9.018268
0,0,8.982306
0,3,9.6997175
0,6,10.211287
0,0,9.271678
0,0,9.456986
0,7,9.919607
0,0,8.751464
0,11,10.391443
0,1,8.772133
0,0,9.545693
0,13,10.526229
0,0,8.879473
0,1,8.802574
0,1,9.311861
0,3,9.842059
0,1,9.100978
0,0,8.911019
0,0,8.817699
0,1,9.219388
0,1,9.158469
0,0,8.736569
0,10,10.069643
0,1,9.05032
0,0,8.751044
0,0,9.52334
0,37,10.798779
0,1,9.018998
0,1,8.755174
0,1,9.769131
0,1,9.183076
0,0,8.78713
0,1,9.360297
0,3,9.969278
0,1,9.014214
0,1,8.815649
0,16,10.5417795
0,0,8.689617
0,0,8.913411
0,2,8.72718
0,2,9.569099
0,0,9.231028
0,1,8.883262
0,1,8.826417
0,0,8.689925
0,2,9.099092
0,13,10.44638
0,3,9.505834
0,0,9.043264
0,8,10.18774
0,1,9.541482
0,3,10.245375
0,2,9.195818
0,1,8.882264
0,3,9.35218
0,2,8.719066
0,1,8.85868
0,1,8.841716
0,3,9.990423
0,1,9.051582
0,3,9.598502
0,0,9.099647
0,9,10.426418
0,2,7.86321
0,0,9.478568
0,1,8.738536
0,0,8.368924
0,0,7.620959
0,0,8.111079
0,1,8.406486
0,1,9.173758
0,1,7.9732823
0,0,8.321359
0,2,9.03651
0,0,7.957915
0,0,8.060372
0,0,7.949375
0,0,8.02294
0,0,7.842905
0,0,7.530387
0,0,9.132741
0,1,9.229427
0,1,9.255721
0,3,9.67213
0,1,8.818336
0,1,7.579046
0,0,7.903689
0,0,7.3536944
0,0,7.626624
0,1,8.267701
0,1,9.196482
0,0,7.8307953
0,1,7.433364
0,0,8.802367
0,0,7.9528403
0,1,9.705295
0,0,9.205907
0,0,8.6998
0,0,7.662566
0,2,8.638686
0,0,7.980788
0,2,8.752968
0,2,9.302975
0,0,8.308838
0,0,7.9455504
0,0,7.933012
0,0,8.895663
0,2,8.276617
0,4,9.56472
0,0,8.020767
0,0,8.068942
0,0,8.434638
0,0,7.608347
0,0,7.762505
0,2,9.773452
0,1,9.245788
0,0,7.783522
0,0,7.9630733
0,0,7.71215
0,2,9.78321
0,0,7.6314573
0,1,8.145722
0,0,7.9895844
0,0,8.637408
0,0,7.8309064
0,4,9.857812
0,0,7.5236745
0,1,8.27466
0,0,7.863496
0,0,8.058464
0,0,7.9323163
0,0,7.5888186
0,0,7.433146
0,0,7.6640887
0,1,7.5365767
0,0,8.304817
0,12,10.7630625
0,0,8.000291
0,1,7.6991515
0,0,7.612509
0,25,10.526294
0,1,8.384013
0,0,8.2878685
0,0,8.321246
0,0,8.06479
0,1,7.549852
0,0,8.08225
0,0,7.6079345
0,0,8.6297035
0,0,7.8361225
0,0,8.030665
0,0,8.3304615
0,0,9.261955
0,0,8.387018
0,1,8.227814
0,0,8.158787
0,0,7.756902
0,0,7.7645926
0,0,7.946562
0,0,7.860362
0,1,7.74682
0,0,7.8561535
0,2,9.432303
0,0,7.7295923
0,0,7.9687605
0,0,8.574936
0,0,7.8527837
0,0,7.4039254
0,0,7.745609
0,1,8.012042
0,0,7.4554086
0,0,7.7465205
0,0,8.198335
0,0,8.696572
0,0,7.4805913
0,1,8.178435
0,0,7.8714185
0,1,9.351047
0,0,7.564039
0,0,8.24863
0,0,7.900501
0,0,7.607437
0,0,7.254764
0,0,7.998857
0,0,8.001659
0,2,10.089611
0,0,7.64734
0,0,7.818375
0,1,7.86959
0,9,10.12537
0,0,7.876622
0,0,9.245145
0,5,9.946081
0,0,8.673301
0,0,8.708138
0,0,8.846857
0,1,9.635296
0,1,8.11691
0,2,9.438591
0,0,8.387045
0,1,9.857874
0,0,7.5145125
0,0,8.362583
0,0,7.84604
0,0,7.5937266
0,1,8.442006
0,0,7.675029
0,0,7.6724577
0,0,7.989794
0,0,7.6559577
0,0,7.7467084
0,0,7.805921
0,0,7.64402
0,1,8.133412
0,0,7.7862396
0,2,8.470252
0,1,8.957673
0,1,10.124701
0,1,8.784661
0,0,8.137102
0,0,7.884278
0,0,7.5831275
0,0,7.9260135
0,0,7.6788197
0,0,7.6851463
0,0,8.727032
0,1,8.655633
0,1,8.760148
0,0,8.006526
0,0,9.1025
0,0,8.1066675
0,0,7.772775
0,1,8.548141
0,0,7.5014052
0,0,8.404259
0,0,7.839982
0,0,8.00678
0,0,8.060896
0,0,7.536423
0,0,7.628984
0,0,7.6999764
0,0,8.793049
0,0,7.977115
0,0,7.602822
0,0,8.357739
0,0,7.7979593
0,0,8.140003
0,0,7.6393213
0,4,9.438854
0,0,8.021853
0,1,8.63978
0,0,7.840917
0,0,9.106043
0,1,8.028932
0,2,8.943992
0,1,8.817885
0,0,7.6192274
0,1,9.126772
0,0,7.6280913
0,0,7.805183
0,0,8.06771
0,0,7.5619593
0,0,7.577062
0,0,8.407839
0,1,7.7346187
0,0,7.556706
0,1,8.013885
0,0,7.6826406
0,0,7.632961
0,0,7.725184
0,0,8.425059
0,0,8.059514
0,0,8.004654
0,0,7.7576613
0,0,8.060303
0,0,8.609172
0,0,8.284306
0,0,8.720805
0,1,9.254419
0,0,7.4495206
0,1,8.659263
0,1,8.791261
0,0,7.710079
0,0,8.267846
0,0,7.830126
0,0,7.9418983
0,2,9.2106905
0,0,7.4281306
0,0,7.4982324
0,0,7.77259
0,0,7.9238586
0,3,9.293584
0,0,8.275854
0,0,7.636528
0,0,9.027047
0,1,7.662599
0,0,8.4206295
0,1,8.737613
0,220,11.09493
0,0,8.178873
0,1,8.451844
0,1,7.9653244
0,1,7.6165414
0,1,8.838649
0,0,8.056351
0,0,8.6052265
0,1,8.416907
0,0,7.5999184
0,0,8.013426
0,0,7.503418
0,0,7.8157444
0,0,8.106108
0,0,7.7187715
0,0,7.3857465
0,1,8.195133
0,0,7.2667418
0,0,8.017948
0,0,8.378385
0,1,7.5965037
0,0,8.240728
0,0,7.8102183
0,1,8.959629
0,0,7.7112074
0,0,7.781359
0,1,8.446782
0,0,8.104495
0,1,7.967217
0,1,8.584468
0,0,8.507858
0,0,8.393131
0,0,8.442935
0,0,7.7881474
0,1,8.939816
0,0,8.78093
0,1,8.64614
0,0,8.967884
0,0,7.405579
0,0,8.687313
0,1,9.615544
0,1,9.264114
0,1,9.140987
0,0,8.193048
0,0,7.67302
0,2,9.631273
0,0,7.4475594
0,0,8.481536
0,0,7.675005
0,0,8.253591
0,6,9.977442
0,0,7.6347256
0,1,8.217819
0,1,7.723794
0,0,8.329879
0,2,9.7014
0,0,8.087639
0,0,8.790029
0,2,7.769022
0,0,8.326125
0,0,7.65684
0,0,8.143238
0,0,7.816466
0,1,8.619292
0,0,8.9553795
0,0,8.461738
0,0,7.5135274
0,0,8.022039
0,1,8.955086
0,0,7.9150996
0,0,8.000474
0,0,8.925543
0,1,7.963642
0,0,8.488947
0,0,8.165817
0,0,7.690385
0,1,8.651128
0,0,8.358276
0,0,7.675989
0,0,7.767243
0,1,8.405846
0,0,7.604666
0,0,8.58161
0,0,8.379013
0,1,9.297963
0,0,8.342718
0,0,8.157566
0,0,7.742597
0,1,8.577249
0,0,7.8864803
0,0,7.854042
0,0,7.7620397
0,0,8.161219
0,0,7.545565
0,0,8.017508
0,0,7.589535
0,0,8.884042
0,0,7.8156967
0,0,7.706276
0,0,8.549639
0,0,7.868807
0,0,7.562159
0,0,7.9339175
0,0,7.8718405
0,0,7.5716424
0,5,9.8914585
0,0,7.6383367
0,0,7.8035626
0,0,9.585283
0,0,7.652723
0,0,9.048958
0,0,7.8184876
0,0,8.146233
0,0,7.7011547
0,0,7.980594
0,2,9.385555
0,0,7.6216145
0,0,8.22932
0,0,7.518922
0,0,8.9459715
0,0,8.501164
0,0,7.849165
0,3,9.580764
0,0,7.9829783
0,0,7.6835413
0,1,8.984131
0,4,9.553869
0,0,8.5578165
0,0,7.5083604
0,0,7.67695
0,1,9.363929
0,0,7.9393463
0,0,8.007764
0,0,8.149534
0,0,8.023891
0,0,7.499135
0,1,8.624856
0,0,7.8100233
0,1,8.009703
0,0,7.784699
0,0,7.7428484
0,0,7.699371
0,0,7.7126865
0,0,7.643062
0,0,7.7174773
0,0,7.9192886
0,0,8.570378
0,0,8.0510645
0,0,7.5964155
0,0,8.279435
0,0,8.463306
0,1,7.7546463
0,1,8.393082
0,0,7.909224
0,1,8.491354
0,0,7.715972
0,0,7.7407746
0,1,8.832061
0,1,7.6590867
0,1,8.690584
0,0,8.470962
0,0,8.671338
0,0,8.837969
0,0,7.8516016
0,0,7.752725
0,0,8.00069
0,0,7.8693132
0,0,7.7267175
0,0,7.45495
0,1,8.314043
0,0,8.25354
0,0,8.897061
0,0,8.598964
0,0,7.532747
0,0,8.377202
0,0,7.55946
0,0,8.258563
0,2,9.940415
0,0,8.711573
0,0,8.934866
0,0,9.274852
0,1,9.095317
0,0,9.175429
0,0,8.818335
0,0,8.728054
0,0,9.183875
0,1,9.939377
0,2,9.060722
0,1,7.5979896
0,0,8.048712
0,0,7.9097357
0,1,7.604157
0,0,8.184349
0,0,8.021575
0,3,9.728805
0,1,8.782895
0,0,7.7399616
0,0,7.7324824
0,0,7.9692817
0,0,8.2912245
0,0,8.329089
0,0,8.78939
0,0,8.792729
0,3,8.903717
0,0,7.5347767
0,2,9.697529
0,1,7.7769084
0,0,8.173097
0,0,7.7173014
0,2,9.879103
0,1,8.20062
0,0,8.217844
0,0,8.028421
0,4,9.681224
0,0,7.8072014
0,3,9.713084
0,0,7.776187
0,0,7.7466183
0,0,7.682421
0,1,8.63138
0,18,10.599253
0,1,7.8562436
0,0,7.4740644
0,0,7.521159
0,0,8.053298
0,0,7.9286213
0,0,7.5452776
0,0,7.6048126
0,0,8.001617
0,0,8.775945
0,1,8.563469
0,0,7.9826584
0,0,7.5392976
0,0,7.598333
0,0,8.80328
0,0,7.575303
0,0,7.438626
0,0,7.830734
0,0,7.883376
0,0,8.517901
0,0,8.118235
0,0,7.6543756
0,0,8.375516
0,1,10.217558
0,0,8.505875
0,0,7.6122837
0,0,7.6227026
0,0,8.708157
0,0,7.845253
0,0,7.557005
0,0,7.830221
0,0,8.194583
0,0,7.8009195
0,0,7.9364467
0,0,8.458449
0,0,7.721517
0,0,7.6898613
0,0,7.7709894
0,3,9.585908
0,1,8.165373
0,0,7.6630607
0,0,8.594856
0,0,7.941297
0,0,7.60347
0,0,7.484812
0,1,7.8482995
0,0,8.113738
0,0,7.962607
0,1,8.398992
0,0,7.4141297
0,0,8.320554
0,0,8.681267
0,0,7.5871644
0,0,8.648277
0,0,7.565168
0,0,7.694223
0,0,7.9324074
0,0,8.016526
0,1,9.124443
0,0,7.74352
0,4,9.443564
0,0,7.6982384
0,0,7.634531
0,1,8.499061
0,0,8.360999
0,0,7.6628914
0,0,7.902081
0,0,7.9688425
0,0,8.238375
0,1,7.8858733
0,0,7.4855986
0,8,10.226681
0,0,8.577322
0,1,7.9357333
0,1,8.34507
0,0,7.821829
0,0,7.990135
0,1,8.390077
0,1,8.491194
0,1,8.991527
0,0,7.9301963
0,1,9.064843
0,0,7.50538
0,1,9.066778
0,0,7.3399477
0,0,8.011213
0,0,7.611847
0,0,7.9826536
0,0,7.6814075
0,0,7.487248
0,0,7.800674
0,0,8.623243
0,0,7.7156305
0,1,9.305521
0,2,8.163421
0,1,7.703175
0,1,9.130149
0,0,8.225896
0,0,7.9534473
0,0,7.9778323
0,0,7.952223
0,0,8.023646
0,0,7.460198
0,0,7.6578097
0,0,7.8192587
0,0,7.786901
0,1,8.2768
0,0,9.667775
0,3,9.874009
0,0,8.303071
0,0,7.5969067
0,0,7.51505
0,0,7.921695
0,0,7.6264095
0,1,8.517881
0,0,7.5761623
0,0,8.043988
0,0,7.6496754
0,0,7.7146587
0,0,8.447881
0,0,7.8147373
0,0,7.8337092
0,0,7.7258162
0,0,8.387225
0,0,7.688695
0,0,7.542042
0,0,8.811901
0,0,7.886702
0,0,7.791694
0,0,7.896283
0,0,7.865619
0,0,8.267487
0,0,7.5735917
0,0,7.7866488
0,2,9.398484
0,3,9.188414
0,0,9.005972
0,0,8.363821
0,1,8.086154
0,0,8.954144
0,1,7.6466837
0,0,8.015527
0,0,8.022932
0,0,8.000637
0,0,7.640013
0,1,8.299449
0,0,7.4994555
0,0,7.9961934
0,0,7.9862447
0,0,8.673012
0,2,8.653386
0,1,7.5067267
0,0,7.8115296
0,1,8.386688
0,0,7.8346167
0,0,7.6395555
0,0,8.072897
0,0,8.313987
0,0,8.270253
0,0,7.6820498
0,1,7.878716
0,0,8.978531
0,0,7.983135
0,0,7.342723
0,1,8.263068
0,0,7.561054
0,0,7.8664846
0,0,7.3569255
0,0,8.4782095
0,0,8.658109
0,0,9.344058
0,0,7.7927017
0,0,8.712964
0,0,7.867082
0,0,8.526626
0,0,8.175149
0,0,8.137057
0,2,7.323611
0,0,7.744544
0,0,8.155477
0,0,7.5341516
0,0,8.238233
0,0,7.976085
0,0,9.3644705
0,0,7.697347
0,0,7.954609
0,0,8.7808895
0,0,7.5823746
0,0,8.982735
0,0,8.308347
0,1,7.797726
0,0,8.259637
0,5,10.28583
0,0,7.4589334
0,0,8.211474
0,1,7.9789586
0,1,9.280913
0,0,7.5493813
0,0,7.90278
0,0,8.890522
0,0,7.6449494
0,0,7.508158
0,0,8.253978
0,2,9.393967
0,0,8.185975
0,1,7.527256
0,0,7.827274
0,0,8.568589
0,0,7.668829
0,4,9.069506
0,0,7.4559007
0,0,7.6020446
0,1,9.010734
0,0,9.496613
0,0,7.8109336
0,0,7.7467194
0,0,8.017596
0,1,8.85934
0,0,7.5443544
0,1,9.525134
0,2,9.319563
0,3,8.654565
0,0,7.92067
0,0,7.5791025
0,0,7.5232215
0,1,8.059788
0,0,7.720552
0,0,9.013692
0,0,7.9543962
0,0,7.8309703
0,0,7.864566
0,0,7.5917225
0,1,8.187095
0,7,9.99881
0,0,7.7192736
0,1,8.0836735
0,0,8.254199
0,3,8.634465
0,0,7.518549
0,0,7.696384
0,0,7.752796
0,0,8.254144
0,0,7.659525
0,0,7.6910357
0,0,7.895451
0,0,8.549381
0,12,10.345777
0,0,7.9075956
0,0,8.028578
0,0,8.04385
0,0,7.803529
0,0,7.7459006
0,0,8.6368
0,0,9.560105
0,0,7.560809
0,0,7.7738185
0,0,7.7293243
0,1,7.791636
0,0,8.042761
0,0,8.224874
0,0,8.013722
0,1,9.471393
0,0,7.7930155
0,0,7.754365
0,0,7.4855723
0,0,8.083632
0,0,9.194716
0,0,8.926777
0,0,8.880058
0,0,7.5867095
0,0,8.209174
0,0,7.705112
0,1,8.518075
0,0,8.832337
0,0,8.0581665
0,0,7.603082
0,1,9.003133
0,0,8.492906
0,0,7.6422205
0,0,9.054068
0,1,9.489475
0,1,8.5612
0,0,7.8013873
0,0,7.3395715
0,2,8.076857
0,1,9.463114
0,0,7.790942
0,1,8.373549
0,1,7.9749355
0,0,7.935341
0,2,9.484868
0,0,8.390057
0,0,7.83638
0,0,7.454845
0,0,7.5300593
0,0,7.414961
0,0,9.146307
0,0,8.402844
0,0,7.8371587
0,0,8.8593025
0,0,8.367503
0,0,8.337822
0,1,9.077923
0,2,8.573608
0,0,7.5463037
0,1,8.480508
0,0,7.642443
0,0,7.6113534
0,0,8.017031
0,1,8.892661
0,0,8.973401
0,0,8.059503
0,0,8.524231
0,1,8.233906
0,0,7.544103
0,0,7.688356
0,0,9.01875
0,6,10.253274
0,0,8.60527
0,3,9.874289
0,0,7.8349104
0,0,7.920434
0,0,8.173667
0,0,7.9700522
0,0,7.5558543
0,0,7.7747054
0,0,8.094801
0,0,7.767381
0,0,8.855757
0,0,7.684196
0,0,7.7845926
0,0,7.6430736
0,1,7.743102
0,0,8.585136
0,0,7.9388723
0,0,7.9731207
0,0,7.2160125
0,0,8.160045
0,0,7.5046964
0,0,7.642791
0,0,8.054181
0,1,7.4832187
0,4,9.770754
0,0,7.996537
0,0,7.927172
0,0,7.6319046
0,0,7.5411954
0,0,7.85704
0,0,7.6926694
0,0,8.156082
0,0,8.706701
0,0,7.9908423
0,0,7.903966
0,0,7.852981
0,0,7.859288
0,0,7.9379907
0,0,8.666379
0,0,7.893718
0,0,8.295542
0,0,8.668974
0,0,8.063761
0,0,8.028951
0,0,7.883815
0,1,8.447424
0,0,8.705504
0,0,7.6955786
0,1,9.222078
0,0,7.905433
0,0,8.017646
0,0,7.947941
0,0,8.125394
0,0,7.7589293
0,0,8.40071
0,0,7.429919
0,1,8.348626
0,0,7.5923038
0,1,8.255141
0,1,9.105493
0,2,9.559269
0,0,8.149068
0,1,9.260025
0,0,7.921973
0,0,9.474308
0,1,8.084836
0,0,8.526587
0,0,8.406195
0,0,8.009067
0,0,9.300689
0,1,7.616542
0,0,8.834888
0,0,8.385076
0,0,8.454724
0,0,7.691434
0,0,7.6598935
0,0,7.8171964
0,0,7.9872847
0,5,9.721659
0,3,9.904684
0,0,7.768406
0,0,8.600629
0,0,8.106556
0,0,7.7328744
0,0,8.007
0,0,7.8250313
0,0,7.5851803
0,0,7.643166
0,0,9.030659
0,0,9.455618
0,0,8.052511
0,0,7.684617
0,3,7.972332
0,0,8.573642
0,4,9.750691
0,0,8.293456
0,1,7.7651777
0,0,8.956691
0,0,7.834968
0,1,7.836048
0,0,7.7115707
0,0,8.36552
0,0,7.9871464
0,0,7.5429425
0,1,8.356656
0,0,8.758085
0,0,9.12677
0,0,8.020605
0,2,8.456764
0,0,7.473086
0,0,7.827624
0,1,8.434685
0,0,9.15787
0,0,9.13045
0,0,8.067002
0,0,8.514642
0,0,7.9237347
0,0,8.51929
0,0,9.022332
0,0,8.607973
0,0,7.6609173
0,0,7.7744985
0,0,7.344908
0,0,7.757055
0,1,9.149361
0,0,7.7462096
0,0,7.9284945
0,3,9.904148
0,0,8.217401
0,0,8.840435
0,1,8.670705
0,0,8.249004
0,0,7.709626
0,0,9.17033
0,0,7.6802073
0,0,7.9043374
0,1,8.59279
0,0,8.302405
0,1,7.8053923
0,0,7.927473
0,1,7.8542356
0,0,8.213279
0,0,9.108635
0,0,7.4473343
0,1,7.627538
0,1,8.611933
0,0,7.5251927
0,1,8.462642
0,0,8.033065
0,1,7.771559
0,0,7.5962415
0,0,8.003904
0,0,7.988433
0,0,9.163459
0,0,8.108309
0,0,9.401697
0,0,8.214457
0,1,8.838094
0,0,7.5511894
0,0,8.38253
0,0,7.6612062
0,0,8.056674
0,0,7.9681883
0,0,7.759864
0,0,8.593133
0,0,8.068809
0,0,7.80733
0,0,7.3961864
0,0,8.069098
0,0,8.272677
0,0,7.750096
0,0,7.5069532
0,0,7.9217277
0,1,9.434551
0,0,8.785145
0,0,7.690318
0,0,8.017811
0,0,7.720519
0,0,7.860126
0,0,7.9633446
0,0,8.827732
0,2,8.285303
0,0,7.93763
0,1,8.843608
0,0,7.639651
0,1,8.6022625
0,0,7.8746552
0,0,7.7909975
0,0,7.7561107
0,1,8.1186075
0,0,7.6144943
0,3,9.467589
0,1,8.339853
0,0,8.607858
0,0,7.976721
0,0,8.056424
0,0,8.142245
0,0,7.9059854
0,1,7.4670033
0,0,7.466775
0,0,7.698407
0,0,7.6638613
0,0,8.078932
0,2,9.380983
0,0,7.639287
0,0,8.82237
0,0,7.5872188
0,0,8.091985
0,0,7.9676547
0,0,7.907119
0,1,7.4227357
0,0,7.8344846
0,2,9.203472
0,0,8.3589735
0,0,8.243945
0,0,7.7003217
0,1,7.644735
0,0,8.199838
0,0,8.224044
0,0,7.736724
0,0,8.029814
0,0,8.1485405
0,0,7.9422493
0,0,8.82584
0,1,7.6661396
0,1,8.015004
0,0,9.6394
0,0,7.658253
0,0,8.006998
0,0,7.610254
0,0,7.8508334
0,0,7.8194313
0,1,8.544251
0,0,7.8029613
0,0,8.148822
0,0,7.717995
0,1,7.4178653
0,0,8.088266
0,0,8.014623
0,0,7.9615965
0,0,8.623177
0,0,8.229528
0,0,7.7365637
0,0,8.091159
0,0,8.167558
0,0,9.496345
0,1,7.709687
0,0,7.7461123
0,0,8.025204
0,0,8.431945
0,5,10.003339
0,0,8.007613
0,0,8.075382
0,0,7.6756477
0,0,7.8120036
0,0,8.245486
0,2,9.8339615
0,0,7.9551272
0,0,8.6356735
0,0,7.5617423
0,1,8.881233
0,0,7.58554
0,0,7.8733535
0,0,7.8758483
0,0,7.964755
0,1,8.016988
0,0,8.2228985
0,1,8.151796
0,0,7.7887025
0,0,7.4521127
0,1,8.76453
0,0,8.590624
0,0,8.92283
0,0,7.9314003
0,0,8.732405
0,0,8.077878
0,0,7.570018
0,1,8.170362
0,0,8.329327
0,0,8.182911
0,0,7.804334
0,1,8.322498
0,0,8.496742
0,3,9.265894
0,0,7.831837
0,0,8.228679
0,0,8.6802225
0,1,9.146005
0,5,10.160495
0,0,9.126302
0,0,7.955284
0,0,7.847839
0,0,7.906549
0,0,8.770951
0,0,8.027674
0,0,7.5020127
0,0,7.8040857
0,0,8.274881
0,0,7.9159417
0,0,8.560589
0,0,7.6982183
0,0,8.242224
0,0,8.009433
0,0,8.016671
0,2,8.911676
0,0,7.8851366
0,0,7.749825
0,1,8.521591
0,1,8.604978
0,5,10.184829
0,0,7.7431827
0,0,8.111177
0,0,7.6898117
0,0,8.866594
0,2,9.176713
0,0,7.411756
0,0,7.829638
0,0,7.8726025
0,29,10.810891
0,0,7.437355
0,0,8.18602
0,0,7.66256
0,0,7.9791923
0,0,7.5730267
0,1,7.7930646
0,0,7.682672
0,0,8.048037
0,1,8.149476
0,0,7.868006
0,0,8.404172
0,0,7.939153
0,0,8.368786
0,0,7.8427515
0,0,7.824894
0,0,7.6349273
0,0,7.9363213
0,0,8.340128
0,1,9.45735
0,14,10.464304
0,1,7.6267743
0,0,8.211929
0,0,8.071725
0,1,8.570227
0,1,9.411049
0,0,7.697659
0,0,8.506129
